Identificador,Nome,Linhas de Pesquisa,Membros de Corpo Editorial,Revisores de Periódico,Revisores de Projeto de Fomento,Áreas de Atuação
9979269294863553,Zeni Vogler Sallem,,0,0,0,"Fisiopatologia e diagnóstico laboratorial, Especialidade Hematologia, Especialidade Citologia, Oncologia"
9979308478427157,Thiago Filipe Gomes Lima do Nascimento,,0,0,0,"Genética e Melhoramento dos Animais Domésticos, Reprodução Animal, Pastagem e Forragicultura, Produção Animal"
9979321588823602,Uberdan Guilherme Mendes de Castro,,0,0,0,", , "
9979358561494559,Guilherme Pereira dos Reis,,0,0,0,", Construção Civil, Estruturas"
,Geovanny Braga Lima,,0,0,0,", , Fundamentos da Educação, , Fisiologia de Órgãos e Sistemas"
9979370810271391,Andre Kersul Costa,,0,0,0,
,Antonio Carlos Teixeira Pinto Filho,,0,0,0,"Tratamento de Águas de Abastecimento e Residuárias, Operações Industriais e Equipamentos para Engenharia Química, Tratamento de Águas de Abastecimento e Residuárias, Tratamento de Águas de Abastecimento e Residuárias, Processos Industriais de Engenharia Química"
9979421987382387,Jane Lúcia Gaspar Coelho Pinto,"Diagnóstico de Gestão, Gerenciamento de Processos nas Escolas, Gestão Integrada, Gestão Estratégica, Planejamento Estratégico, BSC - Indicadores Balanceados de Desempenho, Sistemas da qualidade, Zeri - Aproveitamento de Resíduos, Tecnologia da Produção Otimizada, MASP - Metodologia de Análise e solução de problemas, NORMA ISO 14000, NORMA ISO 9000, Sistema de Gestão ambiental, Planejamento da Qualidade, Padronização e Procedimentos Operacionais, Gerenciamento de Resíduos, Gerenciamento de Processo, Norma Iso 9001:2000, Sistemas da Qualidade, Análise de Não conformidade, FSC - Cadeia de Custódia - Certificação Florestal, CCC - Círculo de Controle da Qualidade, CEP, Sistemas da Qualidade, Implantação FSC- Cadeia de Custódia - Certificação de Florestas, PLanejamento e Controle da Produção - Itinerários - Programa Excel, Gerenciamento de Processos, OPT - Tecnologia da Produção Otimizada, Planejamento e controle de produção, Cronoanálise, MASP - Metodologia de análise e solução de problemas, gerenciamento de processos, Plano de cargos e salários, Qualidade e Produtividade, OPT - Tecnologia de Produção Otimizada, PLacas de circuito Impresso - PCI, DEsenvolvimento de Dispositicos para preparação de componentes, Gestão de Processos, Estudo de ritmo, Cronoanálise, BAlanceamento de Linhas, Indicadores, Custos da Qualidade, Análise de DFM e DFA, Padronização de processsos, Adequação de processos e preparação de documentação para NBR ISO 9001 e 14001, Planejamento para adequação à norma ISO13485 - área médica",0,0,0,", Gerência de Produção, Gerência de Produção, Saneamento Ambiental, Engenharia do Produto, Administração de Empresas"
9979426573347306,Claudia Miranda Rodrigues,,0,0,0,Jornalismo e Editoração
9979446079469852,João Ernesto Moura Sobreira Bezerra,,0,0,0,"Psiquiatria, Psiquiatria, Dependência Química, Psicoterapia Interpessoal"
9979448426453279,Gilda Ladeira de Assis Republicano Adorno,,0,0,0,"Cirurgia, Saúde Materno-Infantil, "
9979467850283870,Lucimara Artussa,,0,0,0,
9979485838134587,Geraldina da Costa Ribeiro,,0,0,0,", Saúde Pública"
9979501368165836,Rafael Gialdi Salvagni,,0,0,0,"Engenharia Mecânica, Fundamentos Gerais de Projetos das Máquinas, Engenharia de produto"
9979502783807462,Wagner Luiz Tavares Gomides,,0,0,0,
9979517435782011,Mirian Cristina de Oliveira,,0,0,0,Microbiologia Aplicada
9979546025201182,Thiago Akira Adatihara,,0,0,0,"Saúde da Família, Saúde Pública, Atenção Farmacêutica"
9979559558671360,Alexandre Correia Rocha,,0,0,0,"Aspectos Metodológico, Didático e Práticos do Terinamento Físico, Treinamento Personalizado, Avaliação Física, Treinamento Físico"
9979563257704847,Francisco Josivan de Oliveira Lima,,0,0,0,
9979564100364454,Fabianne Batista Balvedi,"E-Learning, Música, mídias interativas e novas tecnologias, Cultura Digital, Sistemas interativos",0,0,0,", Design, Educação, , Sistemas de Informação"
9979564822092185,Elizabete Gonçalves Magalhães Filha,,0,0,0,", Enfermagem em Saúde da Mulher, Enfermagem em Saúde Coletiva, ENFERMAGEM EM TERAPIA INTENSIVA, Educação na Saúde"
9979591139969763,José Erasmo de Morais,,0,0,0,
9979592918411893,Elaine Augusto Praça,,0,0,0,"Metodologia e Técnicas da Computação, Modelagem de Software, Gerência de Projetos, Design Gráfico"
9979617617942261,Luciana Pires de Freitas,,0,0,0,"Vigilancia Epidemiológica, Saúde Pública, Vigilancia Epidemiológica"
9979636700929132,Marilita Lúcia de Castro Mendoza,"Sintomatologia Depressiva em Protadores de Patologia Cardiovascular, Sintomatologia Depressiva em Estudantes de Medicina",0,0,0,"Psicanálise, Tratamento e Prevenção Psicológica, Psiquiatria"
9979671845833463,Mariana Martin,,0,0,0,"Genética Humana e Médica, Genética Molecular"
9979674756450675,Marcia Inêz Bonacolsi Possamai,,0,0,0,
9979688878162828,Daniel Bomfim Rocha dos Santos,,0,0,0,", Engenharia de Estruturas, Estruturas, Estruturas de Concreto Armado, Estruturas de Madeira, Alvenaria Estrutural"
9979691063337147,Francisco Felipe Coelho,,0,0,0,"Biblioteconomia, Normalização Bibliográfica"
9979709207564462,Caroline Burle dos Santos Guimarães,,0,0,0,Relações Internacionais
,Gisela da Rocha e Silva Guidi,,0,0,0,"Literaturas Estrangeiras Modernas, Línguas Estrangeiras Modernas"
9979716019183743,Miriam Sanches do Nascimento Silveira,"Educação e Política de Formação em Saúde, Uso racional de medicamentos",0,0,0,
9979734097107857,Júlia de Mattos Figueiredo,Pesquisa de Satisfação do Usuário,0,0,0,"Psicologia do Trabalho e Organizacional, Recrutamento e Seleção, Treinamento e Desenvolvimento, Psicologia do Trabalho e Organizacional, Administração de Empresas, Gestão de Pessoas"
9979738731207859,Nelma Ferreira dos Santos,"Divulgação Cientifica e Popularização da Ciência, Educação Profissional, Conservação, Uso Racional e Fontes Alternativas de Energia, Gerenciamento e Otimização Operacional de Atividades Relacionadas à Produção de Petróleo e de Energia",0,0,0,", , "
9979822089309577,Michel Jean Ferreira,,0,0,0,", Gerenciamento de Resíduos, Engenharia de Reações Químicas, Perícia Judicial"
9979836096850007,Ana Maria Abreu de Oliveira,,0,0,0,", Epidemiologia, "
9979847651924040,Vanessa Gomes de Onofre,,0,0,0,"Gestão Ambiental, Meio Ambiente, Morfologia dos Grupos Recentes, Anatomia"
,Roger de Melo Rodrigues,,0,0,0,
9979853139648391,João Marcello Souza Pereira da Costa,"Plano de Negocios, Transporte aereo",0,0,0,
9979855228425937,Leidiane Faustino Lima,,0,0,0,
9979867771885854,Vanessa Lobato da Costa Medeiros,,0,0,0,", MÍDIA, Relações Públicas e Propaganda"
9979877171587357,Ellen Christina Lima Soares Leão,,0,0,0,"Direito Privado, Direito Público, Administração de Empresas"
9979902134097021,Ana Maria Ravena Severino Carvalho,,0,0,0,Biologia Geral
9979920236886954,Andrezza Luiza Batista,,0,0,0,
9979956007304013,Amanda Mayra Cardoso,,0,0,0,
9979980836574873,Camila Ferreira Lopes,,0,0,0,", Farmacognosia, Farmacognosia, Farmacotécnica, ANÁLISES CLÍNICAS"
9980002513446818,Luciana Maria Tenuta de Freitas,Práticas Investigativas em Ensino de Matemática _ PINEM,0,0,0,", Educação, Planejamento e Avaliação Educacional, Avaliação da Aprendizagem, ENSINO FUNDAMENTAL E MÉDIO"
9980053522765261,Cesar Eduardo Loddi,,0,0,0,"Administração de Empresas, Ciências Contábeis"
,Antonio Carlos Basso,,0,0,0,"Gestão de projetos, Gestão de pessoas, Banco de Dados, Sistemas de Informação, Engenharia de Software, Arquitetura de Sistemas de Computação"
9980074120414443,Débora Cristina Fernandes Santos,"Comunicação, Comunicação",0,0,0,", Assessoria de Comunicação, Narrativas audiovisuais, Rádio e Televisão"
9980082113391480,Julia Rocha Romero,,0,0,0,Políticas Públicas
9980089514284496,André Luiz Figueiredo Rosa,,0,0,0,Administração Pública
9980094652649168,Carlindo Silva Raiol,,0,0,0,"Ciências Contábeis, "
9980132048072654,Maria Vanessa Pires de Souza,,0,0,0,", Ciências do solo, Salinidade, Nutrição de plantas"
9980136315518814,Rosária de Campos Teixeira,,0,0,0,", Enfermagem em Saúde Coletiva, Enfermagem em Saúde Coletiva, Enfermagem em Saúde do Adulto e do Idoso, Cuidados de Enfermagem aos presos do Sistema prisional"
9980170589567949,Jeovani de Jesus Couto,,0,0,0,
,Cristiano Cassiano da Silva,,0,0,0,", Ciência do Solo, Geografia Física, Geodésia, Extensão Rural"
,Karen Van Dorp,,0,0,0,
9980181699929046,Raíssa Alonso,"antissemitismo, racismo, discriminação",0,0,0,
9980188384470104,Marcos Felipe Faria Terra Siqueira,,0,0,0,
,Maria Rita Daidone Zica,,0,0,0,", , Ensino-Aprendizagem, Psicologia do Ensino e da Aprendizagem"
9980197900055718,Natanael Macêdo Jardim,,0,0,0,"Projeto de Arquitetura e Urbanismo, Projeto de Arquitetura e Urbanismo, Linguagens e Expressão Gráfica, Revitalização do Patrimônio Construído, Arquitetura e Urbanismo, História da Arquitetura e Urbanismo"
9980204313064005,Kelly Abreu Silva,,0,0,0,
9980206000178323,Stephanie Isabel Díaz Zamalloa,,0,0,0,Endodontia
9980210243718888,Victor de Assis Rodrigues,,0,0,0,"Visão Computacional, Processamento de Imagens, Inteligência Artificial, Metodologia e Técnicas da Computação, Metodologia e Técnicas da Computação, Robótica, Mecatrônica e Automação"
9980227357909286,Danielle Sousa Pereira,,0,0,0,
9980253074810901,João Guilherme Grassi dos Anjos,,0,0,0,
9980262747414926,Bruno Robson Ribeiro dos Santos,,0,0,0,", Artes do Vídeo, Literatura Brasileira, Literatura Comparada, Cinema, Cinema"
9980268820135382,Giovanni Iamin Kotinda,"Projeto, Simulação e Otimização de Sistemas Mecânicos",0,0,0,"Mecânica dos Sólidos, Mecânica dos Sólidos, Projetos de Máquinas, Projetos de Máquinas"
9980278059300482,Elenir Almeida Silva,,0,0,0,", Língua Inglesa"
9980311673036532,Alessandra do Amaral Sales,,0,0,0,", Serviços Urbanos e Regionais, Serviço Social Aplicado"
9980325429878093,Zilah Therezinha de Souza Araújo,,0,0,0,"Formação de Professores, Educação de Jovens e Adultos"
9980346751435358,Mário Davi Barbosa,"Direito e processo penal constitucional, Preconceito e Intolerância: questões étnico-raciais, Direitos Humanos, Criminologia Crítica",0,0,0,"Direito Público, Direito Público, Direito Público, Direito Privado, Direito Público, Direito e Escravidão"
9980348797691460,Maria Badal Bernabeu,,0,0,0,
9980357007809939,Gabriel Marmentini,,0,0,0,"Administração Pública, , Inovação Social, , Políticas Públicas"
,Bruno Titz de Rezende,,0,0,0,", Direito Público, Direito Público"
9980396289795721,Gabriela Chesini,,0,0,0,
9980419912272571,Renan Silva Ferreira,,0,0,0,", Empreendedorismo, Administração de Empresas, Relações Públicas e Propaganda"
9980421323534346,Carlos Alberto Dettmer,Agronegócio e produção sustentável.,0,0,0,", , Agricultura, Extensão Rural, Administração de Setores Específicos"
9980442217534730,Diana Borges dos Santos,,0,0,0,
9980468752121754,Ana Maria da Costa Porto,,0,0,0,"Direito Público, Direito Público, Direito Público, Direito Público"
9980472950010055,Alan Fernando Santos de Ávila,,0,0,0,"Sistemas de Computação, Metodologia e Técnicas da Computação, Metodologia e Técnicas da Computação, , Educação a Distância"
,Lázaro Eustáquio Borges,"Produção animal - bovinos, Reprodução animal - bovinos, Manejo e nutrição animal - bovinos",0,0,0,"Reprodução Animal, Produção Animal, Produção Animal, Medicina Veterinária Preventiva, Nutrição e Alimentação Animal"
9980480166079728,Héctor López de Llano,,0,0,0,Música
9980500154563876,Johnathon Coelho Nunes,,0,0,0,"Ensino de física, Metodologia e Técnicas da Computação, Metodologia e Técnicas da Computação, Pré-processamento de sinais / Instrumentação"
9980510218800823,Francielle Benett Falavigna,Política e práticas profissionais na comunicação.,0,0,0,", Comunicação Digital, Relações Públicas e Propaganda, Comunicação Organizacional"
9980532674681228,Liliam Carine da Silva Lima,,0,0,0,
9980551103292071,Antonio Jose de Souza,"Determinação de regras para detalhamento, desenvolvimento e caracterização do processo de montagem em dupla face de placas de circuito impresso.",0,0,0,
9980556632697854,Luísa Camargo Mitre de Oliveira,,0,0,0,"Música, Música Popular"
9980580754676299,Zilana Melo Ribeiro,,0,0,0,", Administração de Empresas, Administração de Empresas, Governança"
9980582022973024,Brenno Buarque de Lima,,0,0,0,", Gestão Tecnológica, Redes Colaborativas, Spin-offs e Startups"
9980601794166370,Pedro Paulo de Abreu Teles,,0,0,0,Patologia Animal
9980622555415193,Luiz Octávio Villela de Viana Bandeira,,0,0,0,
9980677799285392,Gracilene Maria Silva,,0,0,0,"SECRETARIADO, Administração"
9980701697327318,Ellen Christina Leinhardt Montarroyos,,0,0,0,
9980777086445741,Patricia Bleuel Amazonas,,0,0,0,"Professora, Psicologia Clínica"
9980783493630083,Christina Aparecida Martins,,0,0,0,"Química de Macromoléculas, Imunogenética, Biotecnologia em Saúde Humana e Animal"
9980796798404785,Rodrigo Capitani,,0,0,0,", Direito Penal, Direito Processual Penal, Direito Previdenciário, Direito Civil, Filosofia do Direito"
9980806279248064,Maísa Ferreira,,0,0,0,", "
9980846591413283,Guilherme Henrique de Lima Matias,,0,0,0,", Políticas Públicas, gestão esportiva, Políticas Sociais, Envelhecimento populacional, Transtornos Mentais"
9980891930222538,Ronaldo Pereira Campos,,0,0,0,"Álgebra, Análise"
9980895795117190,Bruno Paraluppi Cestaro,,0,0,0,"Meteorologia, Meteorologia"
9980919210345675,Emmanuel Ruck Vieira Leal,,0,0,0,"Direito Público, Direito Público"
9980921929362270,Alex Bolinelli Aguiar,,0,0,0,
9980936110259963,Solange Aparecida Alho Sarnaglia Merlo,,0,0,0,"Engenharia Ambiental, Saneamento Ambiental, Recuperação de Areas Degradadas, Manejo e Conservação do Solo, Microbiologia e Bioquímica do Solo, Conservação da Natureza"
9980947477398684,Maria da Graça Rodrigues,,0,0,0,"Álgebra, Probabilidade e Estatística Aplicadas, , , , "
9980964232191007,Maria Aparecida Mendes Brito,,0,0,0,"Enfermagem em Saúde do Adulto e do Idoso, Enfermagem em Saúde Coletiva, "
,Luisa de Almeida Magalhães Simão,,0,0,0,"DESIGN, DESIGN, Artes Plásticas, Artes Plásticas, Educação Artística"
9980990117322365,Francine Cappa Mittestainer,,0,0,0,"Genética Humana e Médica, Biologia Molecular"
9980996871646594,Danielle Carvalho Pedrosa,,0,0,0,"Clínica Médica, NEFROLOGIA PEDIATRICA"
9980997523256611,Renan Willian Fernandes Gomes,,0,0,0,"Literaturas Estrangeiras Modernas, Literaturas Estrangeiras Modernas, , Fundamentos da Educação, Teoria Literária"
9981010124968512,Alexandre Bicalho do Amaral,,0,0,0,
9981012091535483,Guilherme Diniz de Figueiredo Dominguez,,0,0,0,
9981013764193993,Ana Paula de Holanda Silva,,0,0,0,"História da Sociologia, Relações Étnico-raciais, Fundamentos da Educação"
9981043331863479,Daniel Lisboa Taveira Fernandes,,0,0,0,"Engenharia do Produto, Sistemas Elétricos de Potência, Eficiência Energética, Sistemas Elétricos de Potência, Sistemas Elétricos de Potência"
9981058686705657,Joao Pereira da Silva,,0,0,0,"Avaliação de segurança em Maquinas e Equipamentos, Prevenção de incendio, Administração Pública, Projeto de Arquitetura e Urbanismo, , Treinamento"
,Ana Maria Alves Benetti,,0,0,0,
9981186027506691,Hugo Costa de Souza,,0,0,0,"Medicina Veterinária Preventiva, Medicina Veterinária Preventiva, Medicina Veterinária Preventiva, Medicina Veterinária Preventiva, Saúde Pública, Medicina Veterinária Preventiva"
9981205244282499,Alexandre Maniçoba da Rosa Ferraz Jardim,,0,0,0,", Agrometeorologia, Pastagem e Forragicultura, Micrometeorologia, Engenharia de Água e Solo"
9981213186365866,Cristiane Nagai Coelho de Bari,,0,0,0,"IMPLANTODONTIA, Clínica Odontológica, Materiais Odontológicos, ODONTOLOGIA ESTETICA, Cirurgia Buco-Maxilo-Facial"
9981218957058213,Márcio Ferrarini,,0,0,0,Garantia e controle de qualidade farmacêuticos
9981219289725866,Caroline Castro Nunes,,0,0,0,Direito Privado
9981220742244404,Evelyn de Abreu Maciel,,0,0,0,"Administração de Empresas, Administração de Empresas, Administração de Empresas, Administração de Empresas, Administração de Empresas"
9981230564665233,Rafael Sandin Ribeiro,"Avaliação de forrageiras, Nutrição de ruminantes, Sistemas silvipastoris",0,0,0,
9981235168764399,Nathane Pais Siqueira,Bioquímica Nutricional,0,0,0,Bioquímica da Nutrição
9981242382789503,Cláudia Gomes de Oliveira,,0,0,0,
9981252589696863,Ana Claudia Torre,,0,0,0,
9981253948739023,José Félix Estanislau da Silva,,0,0,0,Física da Matéria Condensada
9981262529339330,Maria de Fátima Ebole de Santana,,0,0,0,", Gestão e Inovação Tecnológica, PROSPECÇÃO TECNOLÓGICA, Meio Ambiente, Saúde Pública, SAÚDE AMBIENTAL"
9981263702484236,Renata Penajoia Silva,,0,0,0,
9981320228048844,Angela Maria Albuquerque de Paula Ricardo,,0,0,0,", Administração Pública, , "
9981323208507126,Mariana Kuster de Freitas,,0,0,0,
9981365702760973,Fábio Torres de Sousa,,0,0,0,", Direito Econômico, Direito Constitucional, Teoria Geral do Estado, Direito Civil, Direito Administrativo"
9981369857422120,Vítor Seger Zeni,"Microrredes, Gerenciamento energético, Simulação de sistemas de potência, Estratégias de divisão de potência., Mobilidade elétrica, gerenciamento energético aplicado a estações de recarga, controle de sistemas de armazenamento., Estratégias de divisão de potência aplicada a microrredes com geradores síncronos., Gerenciamento energético de sistemas de potência híbridos isolados.",0,0,0,"Eletrônica Industrial, Sistemas e Controles Eletrônicos, Engenharia Elétrica"
